"id","building_id","car_type","time","temporary_parking_count","subscriptions_count","parking_rate","parked_count","created_at"
1605382,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-01 21:24:00",6,29,0.0870647,35,"2024-11-04 09:08:49"
1605386,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-01 21:54:00",6,29,0.0870647,35,"2024-11-04 09:08:49"
1605394,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-01 22:24:00",5,29,0.0845771,34,"2024-11-04 09:08:49"
1605399,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-01 22:54:00",4,29,0.0820896,33,"2024-11-04 09:08:49"
1605405,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-01 23:24:00",4,29,0.0820896,33,"2024-11-04 09:08:49"
1605411,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-01 23:54:00",4,29,0.0820896,33,"2024-11-04 09:08:49"
1605418,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 00:24:00",5,29,0.0845771,34,"2024-11-04 09:08:49"
1605423,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 00:54:00",6,29,0.0870647,35,"2024-11-04 09:08:49"
1605429,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 01:24:00",6,29,0.0870647,35,"2024-11-04 09:08:49"
1605435,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 01:54:00",6,29,0.0870647,35,"2024-11-04 09:08:49"
1605442,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 02:24:00",6,29,0.0870647,35,"2024-11-04 09:08:49"
1605448,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 02:54:00",6,29,0.0870647,35,"2024-11-04 09:08:49"
1605454,"5f7add94-6426-4b3c-82bb-9266fc97f523","car","2024-10-02 03:24:00",6,29,0.0870647,35,"2024-11-04 09:08:49"
